campaign_id,customer_id,campaign_date,campaign_type,reward_type,reward_value,campaign_cost,sent,delivered,clicked,redeemed,redemption_date
CAMP06568,C0809,15-12-2025,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP06569,C0144,28-02-2026,Festival,Percentage Discount,30,32.5,1,1,1,0,
CAMP06570,C0638,02-12-2025,New Product,Free Item,1,23,1,1,1,0,
CAMP06571,C0753,07-11-2025,New Product,Free Item,1,23,1,1,1,0,
CAMP06572,C0931,07-11-2025,Loyalty,Points,250,22,1,1,1,0,
CAMP06573,C0302,08-05-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP06574,C0490,28-11-2024,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP06575,C0477,09-12-2025,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP06576,C0350,17-03-2026,Discount,Percentage Discount,15,23.25,1,1,1,1,23-03-2026
CAMP06577,C0368,11-10-2024,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP06578,C0071,27-08-2025,Loyalty,Points,50,14,1,1,0,0,
CAMP06579,C0455,26-09-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06580,C0829,23-04-2025,Birthday,Percentage Discount,20,22,1,0,0,0,
CAMP06581,C0018,24-12-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06582,C0805,07-12-2023,Loyalty,Points,250,22,1,1,0,0,
CAMP06583,C0653,04-05-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP06584,C0060,10-07-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP06585,C0959,12-06-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP06586,C0676,10-01-2025,Loyalty,Points,250,22,1,1,1,0,
CAMP06587,C0414,29-12-2025,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP06588,C0801,03-02-2025,Loyalty,Points,50,14,1,1,0,0,
CAMP06589,C0731,21-07-2025,Win-back,Percentage Discount,15,29.25,1,1,1,1,01-08-2025
CAMP06590,C0711,07-08-2026,Festival,Percentage Discount,20,29,1,1,1,0,
CAMP06591,C0702,24-07-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP06592,C0365,13-04-2025,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP06593,C0783,03-02-2026,Festival,Percentage Discount,10,25.5,1,1,1,1,05-02-2026
CAMP06594,C0519,19-03-2026,Festival,Percentage Discount,10,25.5,1,1,1,0,
CAMP06595,C0204,29-03-2026,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP06596,C0843,18-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06597,C0960,11-03-2025,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP06598,C0119,25-12-2025,Loyalty,Points,50,14,1,1,1,0,
CAMP06599,C0167,27-10-2025,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP06600,C0596,26-03-2025,New Product,Free Item,1,23,1,1,1,1,02-04-2025
CAMP06601,C0576,19-08-2026,Loyalty,Points,250,22,1,1,1,1,31-08-2026
CAMP06602,C0848,10-03-2026,Discount,Percentage Discount,5,19.75,1,1,1,0,
CAMP06603,C0336,15-05-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP06604,C0743,08-01-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06605,C0484,19-12-2024,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP06606,C0572,18-05-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP06607,C0788,21-08-2025,Birthday,Percentage Discount,20,22,1,0,0,0,
CAMP06608,C0401,28-05-2025,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP06609,C0965,20-01-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP06610,C0430,14-04-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP06611,C0794,25-08-2024,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP06612,C0632,30-05-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP06613,C0580,14-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06614,C0461,18-08-2026,Loyalty,Points,50,14,1,1,0,0,
CAMP06615,C0843,04-08-2026,Festival,Percentage Discount,10,25.5,1,1,1,0,
CAMP06616,C0742,26-07-2026,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP06617,C0877,11-01-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP06618,C0475,19-02-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP06619,C0076,27-04-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP06620,C0338,19-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06621,C0337,07-08-2025,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP06622,C0115,21-08-2024,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP06623,C0264,31-07-2025,Festival,Percentage Discount,25,30.75,1,0,0,0,
CAMP06624,C0069,07-08-2024,Festival,Percentage Discount,20,29,1,1,1,1,12-08-2024
CAMP06625,C0023,14-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06626,C0010,15-06-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP06627,C0013,25-02-2024,Loyalty,Points,150,18,1,1,0,0,
CAMP06628,C0619,04-05-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP06629,C0294,27-04-2026,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP06630,C0874,06-06-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP06631,C0954,21-08-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP06632,C0913,30-08-2025,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP06633,C0229,07-02-2025,Win-back,Percentage Discount,10,27.5,1,1,1,1,20-02-2025
CAMP06634,C0038,10-02-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP06635,C0953,21-08-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP06636,C0386,02-01-2026,Loyalty,Points,250,22,1,1,1,0,
CAMP06637,C0636,04-06-2024,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP06638,C0433,14-03-2026,Birthday,Percentage Discount,15,20.25,1,1,1,1,28-03-2026
CAMP06639,C0991,09-06-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06640,C0224,12-06-2026,Discount,Percentage Discount,5,19.75,1,1,1,1,20-06-2026
CAMP06641,C0875,23-11-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06642,C0135,13-07-2025,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP06643,C0538,04-06-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06644,C0335,02-11-2025,Loyalty,Points,100,16,1,1,0,0,
CAMP06645,C0484,11-01-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06646,C0267,22-08-2026,Discount,Percentage Discount,20,25,1,0,0,0,
CAMP06647,C0547,13-09-2024,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP06648,C0268,14-06-2024,Loyalty,Points,50,14,1,1,0,0,
CAMP06649,C0917,01-06-2026,Discount,Percentage Discount,15,23.25,1,1,1,1,12-06-2026
CAMP06650,C0553,10-06-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP06651,C0861,24-06-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP06652,C0843,29-08-2026,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP06653,C0129,11-09-2024,Loyalty,Points,100,16,1,1,0,0,
CAMP06654,C0392,30-03-2026,Discount,Percentage Discount,15,23.25,1,0,0,0,
CAMP06655,C0283,28-11-2025,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP06656,C0945,15-06-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP06657,C0561,05-05-2025,Festival,Percentage Discount,25,30.75,1,1,1,0,
CAMP06658,C0519,12-07-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP06659,C0120,22-05-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP06660,C0860,27-07-2026,Birthday,Percentage Discount,20,22,1,1,1,1,29-07-2026
CAMP06661,C0945,03-02-2024,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP06662,C0882,15-09-2024,Festival,Percentage Discount,20,29,1,1,1,0,
CAMP06663,C0364,14-04-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP06664,C0031,26-06-2026,Birthday,Percentage Discount,10,18.5,1,0,0,0,
CAMP06665,C0892,26-08-2026,New Product,Free Item,1,23,1,0,0,0,
CAMP06666,C0082,24-07-2024,New Product,Free Item,1,23,1,1,0,0,
CAMP06667,C0748,18-06-2026,Loyalty,Points,50,14,1,1,0,0,
CAMP06668,C0055,13-12-2025,Win-back,Percentage Discount,15,29.25,1,1,1,0,
CAMP06669,C0354,28-07-2026,Discount,Percentage Discount,10,21.5,1,1,1,0,
CAMP06670,C0630,27-06-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP06671,C0628,27-07-2026,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP06672,C0372,17-01-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06673,C0788,01-05-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP06674,C0698,27-10-2025,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP06675,C0367,19-09-2025,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP06676,C0065,29-12-2024,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP06677,C0083,29-12-2024,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP06678,C0152,12-04-2025,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP06679,C0817,10-12-2025,Win-back,Percentage Discount,10,27.5,1,1,1,0,
CAMP06680,C0436,25-01-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP06681,C0455,18-12-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP06682,C0233,04-08-2025,Birthday,Percentage Discount,10,18.5,1,0,0,0,
CAMP06683,C0283,10-01-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP06684,C0174,14-08-2025,New Product,Free Item,1,23,1,1,1,0,
CAMP06685,C0358,28-08-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP06686,C0282,01-12-2024,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP06687,C0521,28-07-2024,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP06688,C0547,04-05-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06689,C0459,10-11-2025,Festival,Percentage Discount,20,29,1,1,1,0,
CAMP06690,C0123,28-01-2026,Win-back,Percentage Discount,10,27.5,1,1,1,0,
CAMP06691,C0024,09-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06692,C0743,05-02-2026,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP06693,C0782,22-08-2024,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP06694,C0711,30-08-2026,Win-back,Percentage Discount,10,27.5,1,0,0,0,
CAMP06695,C0102,22-07-2025,Discount,Percentage Discount,10,21.5,1,1,1,1,02-08-2025
CAMP06696,C0654,30-09-2024,Loyalty,Points,150,18,1,1,0,0,
CAMP06697,C0513,16-09-2024,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP06698,C0537,20-12-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP06699,C0356,28-06-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06700,C0140,30-07-2026,Loyalty,Points,50,14,1,1,1,1,04-08-2026
CAMP06701,C0813,18-06-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06702,C0139,29-12-2024,Discount,Percentage Discount,5,19.75,1,1,1,1,11-01-2025
CAMP06703,C0693,30-07-2026,New Product,Free Item,1,23,1,0,0,0,
CAMP06704,C0605,31-01-2025,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP06705,C0883,13-12-2025,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP06706,C0450,29-08-2026,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP06707,C0379,13-06-2025,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP06708,C0115,02-08-2024,Loyalty,Points,250,22,1,1,0,0,
CAMP06709,C0941,10-01-2024,Birthday,Percentage Discount,10,18.5,1,0,0,0,
CAMP06710,C0428,10-06-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06711,C0669,26-11-2025,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP06712,C0458,06-11-2024,Loyalty,Points,250,22,1,1,0,0,
CAMP06713,C0568,23-06-2026,Festival,Percentage Discount,15,27.25,1,1,1,1,06-07-2026
CAMP06714,C0375,24-08-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP06715,C0156,16-08-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP06716,C0696,30-04-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06717,C0446,23-01-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP06718,C0729,21-12-2024,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP06719,C0773,18-02-2025,Discount,Percentage Discount,10,21.5,1,1,1,0,
CAMP06720,C0303,09-09-2025,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP06721,C0239,30-08-2026,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP06722,C0599,12-12-2025,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP06723,C0125,25-01-2026,Win-back,Percentage Discount,15,29.25,1,1,1,1,01-02-2026
CAMP06724,C0414,24-03-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP06725,C0734,01-07-2026,Discount,Percentage Discount,5,19.75,1,0,0,0,
CAMP06726,C0630,12-04-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP06727,C0843,12-08-2026,Discount,Percentage Discount,20,25,1,1,1,1,15-08-2026
CAMP06728,C0892,02-08-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP06729,C0412,28-06-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP06730,C0014,28-05-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP06731,C0097,05-01-2026,Birthday,Percentage Discount,10,18.5,1,0,0,0,
CAMP06732,C0717,22-06-2025,Festival,Percentage Discount,20,29,1,0,0,0,
CAMP06733,C0768,18-08-2026,New Product,Free Item,1,23,1,0,0,0,
CAMP06734,C0211,02-06-2026,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP06735,C0085,27-08-2024,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP06736,C0179,19-03-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06737,C0101,03-02-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP06738,C0081,06-08-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP06739,C0414,26-05-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP06740,C0515,14-03-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP06741,C0788,26-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06742,C0099,03-01-2025,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP06743,C0390,03-04-2026,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP06744,C0397,27-06-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP06745,C0906,03-08-2026,Discount,Percentage Discount,15,23.25,1,1,1,1,06-08-2026
CAMP06746,C0009,31-01-2026,Festival,Percentage Discount,25,30.75,1,1,1,1,08-02-2026
CAMP06747,C0064,15-01-2026,Discount,Percentage Discount,5,19.75,1,0,0,0,
CAMP06748,C0018,29-06-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP06749,C0433,30-04-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP06750,C0703,20-10-2024,Loyalty,Points,100,16,1,1,0,0,
CAMP06751,C0827,01-12-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06752,C0324,30-06-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP06753,C0985,16-08-2026,Birthday,Percentage Discount,10,18.5,1,0,0,0,
CAMP06754,C0970,10-09-2025,Festival,Percentage Discount,30,32.5,1,1,1,0,
CAMP06755,C0123,26-12-2024,Festival,Percentage Discount,25,30.75,1,1,1,1,03-01-2025
CAMP06756,C0749,20-05-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06757,C0947,25-07-2026,Win-back,Percentage Discount,10,27.5,1,1,1,0,
CAMP06758,C0704,13-05-2025,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP06759,C0278,20-04-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP06760,C0798,12-06-2025,Loyalty,Points,150,18,1,1,0,0,
CAMP06761,C0457,23-10-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP06762,C0155,26-12-2024,Festival,Percentage Discount,20,29,1,1,1,0,
CAMP06763,C0001,02-02-2025,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP06764,C0804,06-09-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06765,C0250,18-02-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP06766,C0084,14-09-2025,Birthday,Percentage Discount,10,18.5,1,1,1,0,
CAMP06767,C0277,08-07-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP06768,C0442,31-01-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP06769,C0106,04-05-2024,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP06770,C0298,28-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06771,C0043,03-11-2025,Win-back,Percentage Discount,20,31,1,1,1,0,
CAMP06772,C0708,28-06-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP06773,C0426,05-01-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP06774,C0928,24-08-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP06775,C0970,17-10-2025,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP06776,C0703,14-03-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP06777,C0300,11-08-2026,Discount,Percentage Discount,5,19.75,1,1,1,1,16-08-2026
CAMP06778,C0071,26-11-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06779,C0318,29-07-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP06780,C0444,04-01-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP06781,C0186,30-04-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06782,C0024,17-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06783,C0353,30-06-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP06784,C0625,02-06-2025,Discount,Percentage Discount,10,21.5,1,1,1,1,13-06-2025
CAMP06785,C0653,07-06-2026,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP06786,C0261,04-07-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP06787,C0372,16-03-2026,Festival,Percentage Discount,10,25.5,1,1,1,0,
CAMP06788,C0595,21-05-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06789,C0145,27-05-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06790,C0101,02-06-2026,Birthday,Percentage Discount,15,20.25,1,1,1,1,10-06-2026
CAMP06791,C0706,19-08-2025,Loyalty,Points,250,22,1,1,1,1,23-08-2025
CAMP06792,C0077,28-12-2025,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP06793,C0736,30-09-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP06794,C0356,29-04-2025,Festival,Percentage Discount,20,29,1,0,0,0,
CAMP06795,C0478,24-06-2024,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP06796,C0399,18-09-2025,Loyalty,Points,250,22,1,1,1,0,
CAMP06797,C0439,16-07-2026,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP06798,C0514,05-07-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06799,C0024,16-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06800,C0164,09-06-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP06801,C0856,18-08-2026,Win-back,Percentage Discount,15,29.25,1,1,1,1,25-08-2026
CAMP06802,C0240,06-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06803,C0157,05-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06804,C0649,16-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06805,C0587,28-05-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP06806,C0177,24-08-2026,Discount,Percentage Discount,20,25,1,1,1,1,31-08-2026
CAMP06807,C0869,05-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06808,C0835,25-09-2024,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP06809,C0061,10-06-2026,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP06810,C0725,31-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06811,C0004,01-08-2025,Loyalty,Points,150,18,1,1,1,0,
CAMP06812,C0138,21-08-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP06813,C0825,25-05-2026,Loyalty,Points,250,22,1,0,0,0,
CAMP06814,C0046,17-02-2026,Festival,Percentage Discount,25,30.75,1,1,1,1,21-02-2026
CAMP06815,C0953,13-06-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP06816,C0591,25-07-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP06817,C0261,22-07-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP06818,C0736,01-11-2024,Loyalty,Points,150,18,1,1,1,1,13-11-2024
CAMP06819,C0833,08-11-2025,Loyalty,Points,150,18,1,1,0,0,
CAMP06820,C0971,11-06-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP06821,C0488,04-04-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06822,C0632,27-01-2026,New Product,Free Item,1,23,1,0,0,0,
CAMP06823,C0446,28-03-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06824,C0685,03-06-2026,Discount,Percentage Discount,20,25,1,0,0,0,
CAMP06825,C0079,11-08-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP06826,C0985,02-07-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP06827,C0002,22-02-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP06828,C0818,13-01-2024,Festival,Percentage Discount,20,29,1,1,1,0,
CAMP06829,C0775,19-02-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP06830,C0853,10-07-2026,Loyalty,Points,150,18,1,0,0,0,
CAMP06831,C0213,05-10-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP06832,C0097,06-05-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP06833,C0749,12-04-2026,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP06834,C0217,12-09-2025,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP06835,C0651,17-03-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06836,C0831,29-07-2026,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP06837,C0767,15-11-2025,Loyalty,Points,150,18,1,1,1,0,
CAMP06838,C0232,11-12-2025,Festival,Percentage Discount,10,25.5,1,1,1,0,
CAMP06839,C0462,25-05-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP06840,C0010,09-05-2026,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP06841,C0363,25-06-2026,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP06842,C0084,18-03-2025,Loyalty,Points,50,14,1,1,1,0,
CAMP06843,C0349,08-02-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP06844,C0930,12-07-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP06845,C0612,17-08-2026,Loyalty,Points,150,18,1,1,1,1,26-08-2026
CAMP06846,C0522,24-01-2025,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP06847,C0872,12-02-2025,Birthday,Percentage Discount,15,20.25,1,1,1,1,26-02-2025
CAMP06848,C0685,18-06-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP06849,C0527,02-08-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP06850,C0452,13-02-2026,New Product,Free Item,1,23,1,0,0,0,
CAMP06851,C0882,13-03-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP06852,C0122,26-08-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP06853,C0238,12-01-2026,New Product,Free Item,1,23,1,0,0,0,
CAMP06854,C0051,07-03-2025,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP06855,C0414,12-03-2026,Birthday,Percentage Discount,15,20.25,1,1,1,1,23-03-2026
CAMP06856,C0521,23-06-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP06857,C0722,12-08-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP06858,C0154,14-09-2025,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP06859,C0525,19-11-2025,Discount,Percentage Discount,10,21.5,1,1,1,0,
CAMP06860,C0011,18-06-2026,Loyalty,Points,150,18,1,1,1,0,
CAMP06861,C0104,12-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06862,C0482,12-09-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP06863,C0964,27-11-2025,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP06864,C0215,20-04-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP06865,C0556,11-03-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP06866,C0840,15-08-2025,Loyalty,Points,50,14,1,1,0,0,
CAMP06867,C0533,13-10-2024,Loyalty,Points,50,14,1,1,0,0,
CAMP06868,C0807,23-03-2025,Win-back,Percentage Discount,10,27.5,1,1,1,0,
CAMP06869,C0212,21-03-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP06870,C0481,16-07-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP06871,C0716,04-02-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06872,C0298,08-07-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP06873,C0094,14-10-2025,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP06874,C0940,06-05-2025,Loyalty,Points,50,14,1,1,0,0,
CAMP06875,C0064,04-07-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP06876,C0983,19-08-2026,Birthday,Percentage Discount,10,18.5,1,1,1,1,26-08-2026
CAMP06877,C0948,03-04-2026,Festival,Percentage Discount,30,32.5,1,1,1,0,
CAMP06878,C0964,30-04-2026,Discount,Percentage Discount,10,21.5,1,1,1,1,05-05-2026
CAMP06879,C0549,20-12-2025,Loyalty,Points,250,22,1,1,0,0,
CAMP06880,C0030,02-06-2025,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP06881,C0640,23-05-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP06882,C0802,26-01-2026,Win-back,Percentage Discount,10,27.5,1,1,1,0,
CAMP06883,C0628,27-07-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP06884,C0442,12-03-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
